season,seat,points,place
2026,4,1873.1795669774424,4
2026,5,1730.259186640137,9
2026,6,1776.6595952864895,7
2026,7,1746.4819533312332,8
2026,8,1971.2902172365157,1
2026,9,1893.4411726000112,2
2026,10,1876.7430207135862,3
2026,1,1813.5547284568079,5
2026,2,1599.3548993276108,10
2026,3,1827.897370670184,3
2026,4,1643.9777424332824,8
2026,5,1777.241235466697,6
2026,6,1826.7078108274782,4
2026,7,1614.3234732049928,9
2026,8,1761.0614240988953,7
2026,9,1859.8281701503142,2
2026,10,2076.135025008688,1
2026,1,1792.0446383139597,4
2026,2,1738.275508536193,5
2026,3,1653.9826404958455,8
2026,4,1576.3289792756905,10
2026,5,1890.8951155164225,2
2026,6,1668.981890112873,7
2026,7,1844.2201070638134,3
2026,8,1675.5291465640971,6
2026,9,1632.5320402239513,9
2026,10,2020.9984545166533,1
2026,1,1744.984409807887,8
2026,2,1768.631185168144,4
2026,3,2008.0714896818408,2
2026,4,1750.4349090183864,7
2026,5,1546.5860632507529,10
2026,6,1860.468029194516,3
2026,7,2091.2567330806673,1
2026,8,1613.9614739289395,9
2026,9,1767.6000965251853,5
2026,10,1752.5991175924064,6
2026,1,1745.4896433090898,5
2026,2,1788.463455157385,3
2026,3,1541.7105586036753,9
2026,4,1757.4813543961354,4
2026,5,1794.6692890289846,2
2026,6,1425.6523091927666,10
2026,7,1583.3965531844897,8
2026,8,1714.2599284479634,6
2026,9,1888.6841451078894,1
2026,10,1665.399963751679,7
2026,1,1756.8810940986205,5
2026,2,1753.07364717517,6
2026,3,1829.2172306514808,4
2026,4,1989.076102937073,1
